﻿Asset Category,Equip Name ID,Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Service Maintenance Hrs,Service Life
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Axial,AXL,1000,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Axial,AXL,2000,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Axial,AXL,5000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Axial,AXL,7500,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Axial,AXL,10000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Axial,AXL,15000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Axial,AXL,20000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Axial,AXL,25000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Ceiling Mounted,CLG,100,CFM,1,15
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Ceiling Mounted,CLG,250,CFM,1,15
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Ceiling Mounted,CLG,500,CFM,1,15
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Ceiling Mounted,CLG,750,CFM,1,15
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Ceiling Mounted,CLG,1000,CFM,1,15
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Ceiling Mounted,CLG,2000,CFM,1,15
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,1000,CFM,2,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,2000,CFM,2,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,5000,CFM,2.25,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,7500,CFM,2.25,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,10000,CFM,2.25,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,15000,CFM,2.25,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,20000,CFM,2.25,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,25000,CFM,2.25,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,30000,CFM,2.25,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,40000,CFM,2.25,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,50000,CFM,2.5,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,60000,CFM,2.5,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,70000,CFM,2.5,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,80000,CFM,2.5,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,100000,CFM,2.5,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Centrifugal,CEN,120000,CFM,2.5,25
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,100,CFM,2.25,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,250,CFM,2.25,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,500,CFM,2.25,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,750,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,1000,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,1500,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,2000,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,2500,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,3000,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,4000,CFM,2.75,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,5000,CFM,2.75,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,6000,CFM,2.75,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,7500,CFM,3,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,10000,CFM,3,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,15000,CFM,3,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,20000,CFM,3.25,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,30000,CFM,3.25,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,40000,CFM,3.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Upblast,UPB,50000,CFM,3.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,500,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,750,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,1000,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,1500,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,2000,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,2500,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,3000,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,4000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,5000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,6000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,7500,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,10000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,15000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,20000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,25000,CFM,1.75,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Utility Set,UTY,30000,CFM,1.75,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,1000,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,2000,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,5000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,7500,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,10000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,15000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,20000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,25000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,30000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,40000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,50000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,60000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,70000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,80000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,100000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,General Exhaust Fan,GEF,GEF,H,General Exhaust,GEX,Vane Axial,VAX,120000,CFM,2,20
Glycol Feeder,GF,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Glycol Feeder,GF,GF,H,All,,All,,30,GAL,0.5,20
Glycol Feeder,GF,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Glycol Feeder,GF,GF,H,All,,All,,60,GAL,0.5,20
Glycol Feeder,GF,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Glycol Feeder,GF,GF,H,All,,All,,120,GAL,0.5,20
Fixture,FIX,PL,Fixtures,Fixtures,Grade Clean Out,GCO,WV,P,Waste & Vent,WV,Grade Clean Out,GCO,0,N/A,0.5,25
Accessory,ACC,SM,SM Accessories,SM Accessories,GRD - Laminar Flow,GRD-LF,GRD-LF,H,"Grilles, Registers, Diffusers",GRD,Laminar Flow,LF,8,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,GRD - Laminar Flow,GRD-LF,GRD-LF,H,"Grilles, Registers, Diffusers",GRD,Laminar Flow,LF,12,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,GRD - Laminar Flow,GRD-LF,GRD-LF,H,"Grilles, Registers, Diffusers",GRD,Laminar Flow,LF,16,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,GRD - Laminar Flow,GRD-LF,GRD-LF,H,"Grilles, Registers, Diffusers",GRD,Laminar Flow,LF,24,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,GRD - Laminar Flow - with HEPA Filter,GRD-LF-HEPA,GRD-LF-HEPA,H,"Grilles, Registers, Diffusers",GRD,Laminar Flow with HEPA Filters,HEPA,8,INCHES,0.5,27
Accessory,ACC,SM,SM Accessories,SM Accessories,GRD - Laminar Flow - with HEPA Filter,GRD-LF-HEPA,GRD-LF-HEPA,H,"Grilles, Registers, Diffusers",GRD,Laminar Flow with HEPA Filters,HEPA,12,INCHES,0.5,27
Accessory,ACC,SM,SM Accessories,SM Accessories,GRD - Laminar Flow - with HEPA Filter,GRD-LF-HEPA,GRD-LF-HEPA,H,"Grilles, Registers, Diffusers",GRD,Laminar Flow with HEPA Filters,HEPA,16,INCHES,0.5,27
Accessory,ACC,SM,SM Accessories,SM Accessories,GRD - Laminar Flow - with HEPA Filter,GRD-LF-HEPA,GRD-LF-HEPA,H,"Grilles, Registers, Diffusers",GRD,Laminar Flow with HEPA Filters,HEPA,24,INCHES,0.5,27
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,250,CFM,2.25,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,500,CFM,2.25,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,750,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,1000,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,1500,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,2000,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,2500,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,3000,CFM,2.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,4000,CFM,2.75,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,5000,CFM,2.75,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,6000,CFM,2.75,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,7500,CFM,3,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,10000,CFM,3,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,15000,CFM,3,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,20000,CFM,3.25,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Upblast,UPB,25000,CFM,3.25,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,250,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,500,CFM,1,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,750,CFM,1.25,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,1000,CFM,1.25,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,1500,CFM,1.25,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,2000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,2500,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,3000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,4000,CFM,1.75,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,5000,CFM,1.75,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,6000,CFM,1.75,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,7500,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,10000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,15000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,20000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,Grease Exhaust Fan,GREF,KEF,H,Grease Exhaust,GREX,Utility Set,UTY,25000,CFM,2,20
Grease Interceptor,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Interceptor,GI,GI,P,Grease Interceptor,GI,All,,2,INCHES,0.5,20
Grease Interceptor,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Interceptor,GI,GI,P,Grease Interceptor,GI,All,,3,INCHES,0.5,20
Grease Interceptor,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Interceptor,GI,GI,P,Grease Interceptor,GI,All,,4,INCHES,0.5,20
Grease Interceptor,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Interceptor,GI,GI,P,Grease Interceptor,GI,All,,6,INCHES,0.5,20
Grease Trap,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Trap,GT,GI,P,Grease Trap,GT,Polyethylene,PLY,2,GAL,0.5,20
Grease Trap,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Trap,GT,GI,P,Grease Trap,GT,Polyethylene,PLY,3,GAL,0.5,20
Grease Trap,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Trap,GT,GI,P,Grease Trap,GT,Polyethylene,PLY,4,GAL,0.5,20
Grease Trap,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Trap,GT,GI,P,Grease Trap,GT,Steel,STL,2,GAL,0.5,20
Grease Trap,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Trap,GT,GI,P,Grease Trap,GT,Steel,STL,3,GAL,0.5,20
Grease Trap,TNK,PL,Sanitary Equipment,Sanitary Waste,Grease Trap,GT,GI,P,Grease Trap,GT,Steel,STL,4,GAL,0.5,20
Accessory,ACC,SM,SM Accessories,SM Accessories,"Grilles, Registers, and Diffusers",GRD,GRD,H,"Grilles, Registers, Diffusers",GRD,All,,8,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,"Grilles, Registers, and Diffusers",GRD,GRD,H,"Grilles, Registers, Diffusers",GRD,All,,12,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,"Grilles, Registers, and Diffusers",GRD,GRD,H,"Grilles, Registers, Diffusers",GRD,All,,16,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,"Grilles, Registers, and Diffusers",GRD,GRD,H,"Grilles, Registers, Diffusers",GRD,All,,24,INCHES,0,27
Fixture,FIX,PL,Fixtures,Fixtures,Grooming Tub,GT,DMW/WV,P,Domestic Water,DMW,Grooming Tub,GT,0,N/A,0.5,20
Heat Exchanger - Refrig.,HX,REF,Refrigeration Equipment,Refrigeration,Heat Exchanger,HX,Other,R,All,,Shell and Tube,ST,50,TONS,4,25
Heat Exchanger - Refrig.,HX,REF,Refrigeration Equipment,Refrigeration,Heat Exchanger,HX,Other,R,All,,Shell and Tube,ST,100,TONS,4,25
Heat Exchanger - Refrig.,HX,REF,Refrigeration Equipment,Refrigeration,Heat Exchanger,HX,Other,R,All,,Shell and Tube,ST,200,TONS,8,25
Heat Exchanger - Refrig.,HX,REF,Refrigeration Equipment,Refrigeration,Heat Exchanger,HX,Other,R,All,,Shell and Tube,ST,300,TONS,12,25
Heat Exchanger - Refrig.,HX,REF,Refrigeration Equipment,Refrigeration,Heat Exchanger,HX,Other,R,All,,Shell and Tube,ST,400,TONS,14,25
Heat Exchanger - Refrig.,HX,REF,Refrigeration Equipment,Refrigeration,Heat Exchanger,HX,Other,R,All,,Shell and Tube,ST,500,TONS,16,25
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Plate and Frame,PF,50,GPM,4.5,20
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Plate and Frame,PF,300,GPM,9.5,20
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Plate and Frame,PF,1000,GPM,20,20
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Plate and Frame,PF,2500,GPM,30,20
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Plate and Frame,PF,5000,GPM,45,20
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Plate and Frame,PF,8000,GPM,62,20
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,SHARC,SHC,3000,GPM,32,20
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,SHARC,SHC,5000,GPM,45,20
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Shell and Tube,ST,50,GPM,3.5,24
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Shell and Tube,ST,300,GPM,8.5,24
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Shell and Tube,ST,1000,GPM,16.5,24
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Shell and Tube,ST,2500,GPM,25,24
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Shell and Tube,ST,5000,GPM,33,24
Heat Exchanger,HX,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Exchanger,CWHX,CWHX,H,Hydronic,HYD,Shell and Tube,ST,8000,GPM,44,24
Heat Exchanger,HX,PF,Steam Boiler Plant,Steam,Heat Exchanger,STHX,STHX,H,Steam,STM,Shell and Tube,ST,50,GPM,3.5,24
Heat Exchanger,HX,PF,Steam Boiler Plant,Steam,Heat Exchanger,STHX,STHX,H,Steam,STM,Shell and Tube,ST,300,GPM,8.5,24
Heat Exchanger,HX,PF,Steam Boiler Plant,Steam,Heat Exchanger,STHX,STHX,H,Steam,STM,Shell and Tube,ST,1000,GPM,16.5,24
Heat Exchanger,HX,PF,Steam Boiler Plant,Steam,Heat Exchanger,STHX,STHX,H,Steam,STM,Shell and Tube,ST,2500,GPM,25,24
Heat Exchanger,HX,PF,Steam Boiler Plant,Steam,Heat Exchanger,STHX,STHX,H,Steam,STM,Shell and Tube,ST,5000,GPM,33,24
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Horizontal,HOR,1,TONS,3,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Horizontal,HOR,3,TONS,3,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Horizontal,HOR,5,TONS,3,15
