﻿Asset Category,Equip Name ID,Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Service Maintenance Hrs,Service Life
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,120,TONS,21,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CSTMC,120,TONS,23,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,150,TONS,23,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CSTMC,150,TONS,26,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CST,200,TONS,27,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Custom,CSTMC,200,TONS,30,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,5,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKGMC,5,TONS,7,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,10,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,15,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKGMC,15,TONS,10,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,30,TONS,11,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKGMC,30,TONS,13,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,60,TONS,15,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKGMC,60,TONS,17,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,90,TONS,18,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKGMC,90,TONS,20,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,120,TONS,21,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKGMC,120,TONS,23,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,150,TONS,23,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKGMC,150,TONS,26,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKG,200,TONS,27,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Gas-Fired",DXG,Packaged,PKGMC,200,TONS,30,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,5,TONS,3,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CSTMC,5,TONS,4,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,10,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,15,TONS,4,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CSTMC,15,TONS,5,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,30,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CSTMC,30,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,60,TONS,9,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CSTMC,60,TONS,10,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,90,TONS,11,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CSTMC,90,TONS,12,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,120,TONS,14,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CSTMC,120,TONS,14,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,150,TONS,16,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CSTMC,150,TONS,16,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CST,200,TONS,20,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Custom,CSTMC,200,TONS,21,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,5,TONS,3,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKGMC,5,TONS,4,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,10,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,15,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKGMC,15,TONS,5,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,30,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKGMC,30,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,60,TONS,9,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKGMC,60,TONS,10,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,90,TONS,11,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKGMC,90,TONS,12,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,120,TONS,14,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKGMC,120,TONS,14,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,150,TONS,16,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKGMC,150,TONS,16,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKG,200,TONS,20,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,"DX, Heating Water",DXH,Packaged,PKGMC,200,TONS,21,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,5,TONS,4,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,10,TONS,4,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,15,TONS,5,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,30,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,60,TONS,10,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,90,TONS,12,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,120,TONS,14,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,150,TONS,16,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Heat Pump,HP,Packaged,PKG,200,TONS,21,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,5,TONS,5,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,10,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,15,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,30,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,60,TONS,10,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,90,TONS,13,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,120,TONS,16,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,150,TONS,20,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Custom,CST,200,TONS,24,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,5,TONS,5,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,10,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,15,TONS,6,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,30,TONS,8,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,60,TONS,10,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,90,TONS,13,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,120,TONS,16,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,150,TONS,20,15
Roof Top Unit,RTU,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Other,OTH,Packaged,PKG,200,TONS,24,15
Sand/Oil Interceptor,TNK,PL,Sanitary Equipment,Sanitary Waste,Sand/Oil Interceptor,SOI,SOI,P,Sand/Oil Interceptor,SOI,All,,200,GPM,0,20
Sand/Oil Interceptor,TNK,PL,Sanitary Equipment,Sanitary Waste,Sand/Oil Interceptor,SOI,SOI,P,Sand/Oil Interceptor,SOI,All,,500,GPM,0,20
Sand/Oil Interceptor,TNK,PL,Sanitary Equipment,Sanitary Waste,Sand/Oil Interceptor,SOI,SOI,P,Sand/Oil Interceptor,SOI,All,,1000,GPM,0,20
Rear Door Cooler,DCLR,SM,Air Handling System Terminal Equipment,Terminal Equipment,Server Rear Door Cooler,DCLR,Other,H,Water Cooled,WTR,Server,SVR,4,TONS,2,15
Rear Door Cooler,DCLR,SM,Air Handling System Terminal Equipment,Terminal Equipment,Server Rear Door Cooler,DCLR,Other,H,Water Cooled,WTR,Server,SVR,10,TONS,2,15
Fixture,FIX,PL,Fixtures,Fixtures,Service Sink,SS,DMW/WV,P,Domestic Water,DMW,Service Sink,SS,0,N/A,0.5,25
Pump,PMP,PL,Sanitary Equipment,Sanitary Waste,Sewage Ejector Pump,SEP,SEP,P,Sewage Ejector Pump,SEP,Duplex,DPX,2,HP,1,15
Pump,PMP,PL,Sanitary Equipment,Sanitary Waste,Sewage Ejector Pump,SEP,SEP,P,Sewage Ejector Pump,SEP,Duplex,DPX,10,HP,1.5,15
Pump,PMP,PL,Sanitary Equipment,Sanitary Waste,Sewage Ejector Pump,SEP,SEP,P,Sewage Ejector Pump,SEP,Grinder Only,GDR,2,HP,1,15
Pump,PMP,PL,Sanitary Equipment,Sanitary Waste,Sewage Ejector Pump,SEP,SEP,P,Sewage Ejector Pump,SEP,Grinder Only,GDR,10,HP,1.5,15
Pump,PMP,PL,Sanitary Equipment,Sanitary Waste,Sewage Ejector Pump,SEP,SEP,P,Sewage Ejector Pump,SEP,Simplex,SPX,2,HP,1,15
Pump,PMP,PL,Sanitary Equipment,Sanitary Waste,Sewage Ejector Pump,SEP,SEP,P,Sewage Ejector Pump,SEP,Simplex,SPX,10,HP,1.5,15
Fixture,FIX,PL,Fixtures,Fixtures,Shower,SHR,DMW/WV,P,Domestic Water,DMW,Shower,SHR,0,N/A,0.5,20
Accessory,ACC,SM,SM Accessories,SM Accessories,Sidewall Grille,SG,GRD-SG,H,"Grilles, Registers, Diffusers",GRD,Sidewall Grille,SG,8,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,Sidewall Grille,SG,GRD-SG,H,"Grilles, Registers, Diffusers",GRD,Sidewall Grille,SG,12,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,Sidewall Grille,SG,GRD-SG,H,"Grilles, Registers, Diffusers",GRD,Sidewall Grille,SG,16,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,Sidewall Grille,SG,GRD-SG,H,"Grilles, Registers, Diffusers",GRD,Sidewall Grille,SG,24,INCHES,0,27
Fixture,FIX,PL,Fixtures,Fixtures,Sink,SK,DMW/WV,P,Domestic Water,DMW,Sink,SK,0,N/A,0.5,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Slot Diffuser,SD,GRD-SD,H,"Grilles, Registers, Diffusers",GRD,Slot Diffuser,SD,8,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,Slot Diffuser,SD,GRD-SD,H,"Grilles, Registers, Diffusers",GRD,Slot Diffuser,SD,12,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,Slot Diffuser,SD,GRD-SD,H,"Grilles, Registers, Diffusers",GRD,Slot Diffuser,SD,16,INCHES,0,27
Accessory,ACC,SM,SM Accessories,SM Accessories,Slot Diffuser,SD,GRD-SD,H,"Grilles, Registers, Diffusers",GRD,Slot Diffuser,SD,24,INCHES,0,27
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,1000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,2000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,5000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,7500,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,10000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,15000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,20000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,25000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,30000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,40000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,50000,CFM,2,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,60000,CFM,2,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,80000,CFM,2,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Inline,INL,100000,CFM,2,15
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,1000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,2000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,5000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,7500,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,10000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,15000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,20000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,25000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,30000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,40000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,50000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,60000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,80000,CFM,2,20
Fan,FAN,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Smoke Exhaust,SMEX,Utility Set,UTY,100000,CFM,2,20
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Attenuator,Sound,SATT,H,Sound Attenuator,SATT,All,,12,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Attenuator,Sound,SATT,H,Sound Attenuator,SATT,All,,16,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Attenuator,Sound,SATT,H,Sound Attenuator,SATT,All,,24,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Attenuator,Sound,SATT,H,Sound Attenuator,SATT,All,,36,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Attenuator,Sound,SATT,H,Sound Attenuator,SATT,All,,48,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Attenuator,Sound,SATT,H,Sound Attenuator,SATT,All,,60,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Boot,Sound,GRD-Sound,H,Sound Boot,SBT,All,,8,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Boot,Sound,GRD-Sound,H,Sound Boot,SBT,All,,12,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Boot,Sound,GRD-Sound,H,Sound Boot,SBT,All,,16,INCHES,0,25
Accessory,ACC,SM,SM Accessories,SM Accessories,Sound Boot,Sound,GRD-Sound,H,Sound Boot,SBT,All,,24,INCHES,0,25
Accessory,ACC,PL,Sanitary Equipment,Sanitary Waste,Specialty Trap,TRAP,Other,P,Trap,TRAP,Specialty,SP,2,GAL,0.5,10
Accessory,ACC,PL,Sanitary Equipment,Sanitary Waste,Specialty Trap,TRAP,Other,P,Trap,TRAP,Specialty,SP,4,GAL,0.5,10
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,1000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,2000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,5000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,7500,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,10000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,15000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,20000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,25000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,30000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,40000,CFM,1.5,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,50000,CFM,2,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,60000,CFM,2,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,80000,CFM,2,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Inline,INL,100000,CFM,2,15
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,1000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,2000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,5000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,7500,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,10000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,15000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,20000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,25000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,30000,CFM,1.5,20
Fan,FAN,SM,SM Equipment,Fans,Stairway Pressurization Fan,SPF,GEF,H,Supply Fan,STSU,Utility Set,UTY,40000,CFM,1.5,20
